8222	95.094	120.000		0.000		120.000		0.350	
8223	95.094	121.500		0.000		119.078		0.000	
8224	95.094	123.000		0.000		95.722		0.000	
8225	95.094	124.500		0.000		57.397		0.000	
8226	95.094	126.000		3.466		19.645		0.000	
8227	95.094	127.500		16.291		0.000		0.000	
8228	95.094	129.000		36.091		0.000		0.000	
8229	95.094	130.500		60.096		0.000		0.000	
8230	95.094	132.000		85.402		0.000		0.000	
8231	95.094	133.500		108.962		0.000		0.000	
8232	95.094	133.217		127.595		0.000		0.000	
8233	95.094	115.339		136.500		0.000		0.000	
8234	95.094	83.330		138.000		0.000		0.000	
8235	95.094	46.568		139.500		0.000		0.000	
8236	95.094	14.855		141.000		0.000		0.000	
8237	95.094	0.000		142.500		0.000		0.000	
8238	95.094	0.000		144.000		0.000		0.000	
8239	95.094	0.000		145.500		0.000		0.000	
8240	95.094	0.000		146.885		0.000		0.000	
8241	95.094	0.000		134.981		0.000		0.000	
8242	95.094	0.000		105.381		0.000		0.000	
8243	95.094	0.000		67.551		0.000		0.531	
8244	95.094	0.000		31.566		0.000		15.428	
8245	95.094	0.000		5.786		0.000		44.429	
8246	95.094	0.000		0.000		0.000		79.194	
8247	95.094	0.000		0.000		0.000		111.720	
8248	95.094	0.000		0.000		0.000		134.331	
8249	95.094	0.000		0.000		0.000		138.000	
8250	95.094	0.000		0.000		0.000		136.500	
8251	95.094	0.000		0.000		0.000		135.000	
8252	95.094	0.000		0.000		0.003		133.500	
8253	95.094	0.000		0.000		9.415		131.968	
8254	95.094	0.000		0.000		32.267		118.042	
8255	95.094	0.000		0.000		61.721		88.504	
8256	95.094	0.000		0.000		91.232		53.043	
8257	95.094	0.000		0.000		114.553		20.916	
8258	95.094	0.000		0.000		124.500		0.951	
8259	95.094	0.000		0.000		123.000		0.000	
8260	95.094	0.000		0.000		121.500		0.000	
8261	95.094	0.000		0.000		118.179		0.000	
8262	95.094	1.016		0.000		97.534		0.000	
8263	95.094	15.449		0.000		64.891		0.000	
8264	95.094	40.906		0.000		30.906		0.000	
8265	95.094	69.885		0.000		5.703		0.000	
8266	95.094	95.259		0.000		0.000		0.000	
8267	95.094	110.271		0.000		0.000		0.000	
8268	95.094	109.500		0.000		0.000		0.000	
8269	95.094	108.000		0.000		0.000		0.000	
8270	95.094	106.500		0.000		0.000		0.000	
8271	95.094	105.000		0.000		0.000		0.000	
8272	95.094	103.500		0.000		0.000		0.000	
8273	95.094	102.000		0.000		0.000		0.000	
8274	95.094	96.192		0.000		0.000		0.000	
8275	95.094	78.957		0.000		0.000		0.000	
8276	95.094	55.487		0.000		0.000		0.000	
8277	95.094	31.139		0.000		0.000		0.000	
8278	95.094	10.955		0.000		0.000		0.000	
8279	95.094	0.000		0.000		0.000		0.000	
8280	95.094	0.000		0.000		0.000		0.000	
8281	95.094	0.000		0.000		0.000		0.000	
8282	95.094	0.000		0.000		0.000		0.000	
