8192	140.000	75.00	0.00	0.00	0.00
8193	140.000	76.50	0.00	0.00	0.00
8194	140.000	78.00	0.00	0.00	0.00
8195	140.000	79.50	0.00	0.00	0.00
8196	140.000	81.00	0.00	0.00	0.00
8197	140.000	82.50	0.00	0.00	0.00
8198	140.000	84.00	0.00	0.00	0.00
8199	140.000	85.50	0.00	0.00	0.00
8200	140.000	87.00	0.00	0.00	0.00
8201	140.000	88.50	0.00	0.00	0.00
8202	140.000	90.00	0.00	0.00	0.00
8203	140.000	91.50	0.00	0.00	0.00
8204	140.000	93.00	0.00	0.00	0.00
8205	140.000	94.50	0.00	0.00	0.00
8206	140.000	96.00	0.00	0.00	0.00
8207	140.000	97.50	0.00	0.00	0.00
8208	140.000	99.00	0.00	0.00	0.00
8209	140.000	100.50	0.00	8.48	0.00
8210	140.000	102.00	0.00	36.27	0.00
8211	140.000	103.50	0.00	71.14	0.00
8212	140.000	105.00	0.00	99.43	0.00
8213	140.000	106.50	0.00	106.50	0.00
8214	140.000	108.00	0.00	108.00	0.00
8215	140.000	109.50	0.00	97.42	0.00
8216	140.000	111.00	0.00	67.61	0.00
8217	140.000	112.50	0.00	31.94	1.29
8218	140.000	114.00	0.00	4.58	16.99
8219	140.000	115.50	0.00	0.00	44.74
8220	140.000	117.00	0.00	0.00	76.83
8221	140.000	118.50	0.00	0.00	105.14
8222	140.000	120.00	0.00	0.00	120.00
8223	140.000	121.50	0.00	6.35	121.50
8224	140.000	123.00	0.00	42.91	123.00
8225	140.000	124.50	0.00	90.94	124.50
8226	140.000	126.00	0.00	124.82	126.00
8227	140.000	127.50	0.00	127.50	125.83
8228	140.000	129.00	0.00	128.99	117.89
8229	140.000	130.50	0.00	117.98	103.35
8230	140.000	132.00	0.00	89.56	84.22
8231	140.000	133.50	0.00	53.49	62.66
8232	140.000	135.00	0.00	20.03	40.91
8233	140.000	136.50	0.00	0.00	21.32
8234	140.000	138.00	0.00	0.00	6.33
8235	140.000	139.50	0.00	0.00	0.00
8236	140.000	141.00	0.00	0.00	0.00
8237	140.000	142.50	3.56	0.00	0.00
8238	140.000	144.00	13.51	0.00	0.00
8239	140.000	145.50	28.56	0.00	0.00
8240	140.000	146.49	47.38	0.00	0.00
8241	140.000	143.10	68.56	0.00	0.00
8242	140.000	133.80	89.74	0.00	0.00
8243	140.000	119.77	108.78	0.00	0.00
8244	140.000	103.46	124.94	0.00	0.00
8245	140.000	85.81	136.83	0.00	0.00
8246	140.000	67.77	142.50	0.00	0.00
8247	140.000	50.20	141.00	0.00	0.00
8248	140.000	33.97	139.50	0.00	0.00
8249	140.000	19.89	138.00	0.00	0.00
8250	140.000	8.72	136.50	0.00	0.00
8251	140.000	1.22	135.00	0.00	0.00
8252	140.000	0.00	133.50	0.00	0.00
8253	140.000	0.00	132.00	0.00	0.93
8254	140.000	0.00	130.50	0.00	12.88
8255	140.000	0.00	129.00	0.00	34.56
8256	140.000	0.00	124.71	0.00	60.98
8257	140.000	0.00	114.43	0.00	87.37
8258	140.000	0.00	99.77	0.00	109.20
8259	140.000	0.00	82.30	0.00	122.13
8260	140.000	0.00	63.55	0.00	121.50
8261	140.000	0.00	44.95	0.00	120.00
8262	140.000	0.00	27.89	0.00	118.50
8263	140.000	0.00	13.66	0.00	117.00
8264	140.000	0.00	3.51	0.00	115.50
8265	140.000	0.00	0.00	0.00	114.00
8266	140.000	0.00	0.00	0.00	112.50
8267	140.000	0.00	0.00	0.00	111.00
8268	140.000	0.00	0.00	0.00	109.50
8269	140.000	0.00	0.00	0.00	108.00
8270	140.000	0.00	0.00	0.00	106.50
8271	140.000	0.00	0.00	0.00	104.86
8272	140.000	0.00	0.00	0.00	99.48
8273	140.000	0.00	0.00	0.00	89.80
8274	140.000	0.00	0.00	0.00	77.11
8275	140.000	0.00	0.00	0.00	62.63
8276	140.000	0.00	0.00	0.00	47.53
8277	140.000	0.00	0.00	0.00	32.91
8278	140.000	0.00	0.00	0.00	19.78
8279	140.000	0.00	0.00	0.00	9.12
8280	140.000	0.00	0.00	0.00	1.82
8281	140.000	0.00	0.00	0.00	0.00
8282	140.000	0.00	0.00	0.00	0.00
8283	140.000	0.00	0.00	0.00	0.00
8284	140.000	0.00	0.00	0.00	0.00
8285	140.000	0.00	0.00	0.00	0.00
8286	140.000	0.00	0.00	0.00	0.00
8287	140.000	0.00	0.00	0.00	0.00
8288	140.000	0.00	0.00	0.00	0.00
8289	140.000	0.00	0.00	0.00	0.00
8290	140.000	0.00	0.00	0.00	0.00
8291	140.000	0.00	0.00	0.00	0.00
