# species: Clogmia albipunctata
#
# mRNA expression data from the gap genes hunchback (hb), Kruppel (Kr),
# giant (gt) and knirps-like (knl).
#
# Data format in this file:
# lineage = 2^mitotic cycle + nucleus position, with the mitotic cycle ranging
# from C10 to C14, and nucleus position from 35 to 88 (depending on
# the number of mitotic cycles). As a small example: in cycle C10,
# nucleus 8 has the lineage number 1032.
#
# time = time starting at C13, in minutes
# hb, Kr, gt, kni = expression levels per gene
#
# lineage time hb Kr gt kni

4096	0.000	28.58	0.00	0.00	0.00
4097	0.000	29.72	0.00	0.00	0.00
4098	0.000	30.85	0.00	0.00	0.00
4099	0.000	31.98	0.00	0.00	0.00
4100	0.000	33.11	0.00	0.00	0.00
4101	0.000	34.24	0.00	0.00	0.00
4102	0.000	35.38	0.00	0.00	0.00
4103	0.000	36.51	0.00	0.00	0.00
4104	0.000	37.64	0.00	0.00	0.00
4105	0.000	38.77	0.00	0.00	0.00
4106	0.000	39.90	0.00	0.00	0.00
4107	0.000	41.04	0.00	0.00	0.00
4108	0.000	42.17	0.00	0.00	0.00
4109	0.000	43.30	0.00	0.00	0.00
4110	0.000	44.43	0.00	0.00	0.00
4111	0.000	45.56	0.00	0.00	0.00
4112	0.000	46.70	0.00	0.00	0.00
4113	0.000	47.83	0.00	0.00	0.00
4114	0.000	48.96	0.00	0.00	0.00
4115	0.000	50.09	0.00	0.00	0.00
4116	0.000	51.22	0.00	0.00	0.00
4117	0.000	52.36	0.00	0.00	0.00
4118	0.000	53.49	0.00	0.00	0.00
4119	0.000	54.62	0.00	0.00	0.00
4120	0.000	55.74	0.00	0.00	0.00
4121	0.000	54.83	0.00	0.00	0.00
4122	0.000	50.88	0.00	0.00	0.00
4123	0.000	45.45	0.00	0.00	0.00
4124	0.000	39.02	0.00	0.00	0.00
4125	0.000	32.05	0.00	0.00	0.00
4126	0.000	24.97	0.00	0.00	0.00
4127	0.000	18.16	0.00	0.00	0.00
4128	0.000	11.97	0.00	0.00	0.00
4129	0.000	6.74	0.00	0.00	0.00
4130	0.000	2.73	0.00	0.00	0.00
4131	0.000	0.32	0.00	0.00	0.00
4132	0.000	0.00	0.00	0.00	0.00
4133	0.000	0.00	0.00	0.00	0.00
4134	0.000	0.00	0.00	0.00	0.00
4135	0.000	0.00	0.00	0.00	0.00
4136	0.000	0.00	0.00	0.00	0.00
4137	0.000	0.00	0.00	0.00	0.00
4138	0.000	0.00	0.00	0.00	0.00
4139	0.000	0.00	0.00	0.00	0.00
4140	0.000	0.00	0.00	0.00	0.00
4141	0.000	0.00	0.00	0.00	0.00
4142	0.000	0.00	0.00	0.00	0.00
4143	0.000	0.00	0.00	0.00	0.00
4144	0.000	0.00	0.00	0.00	0.00
4145	0.000	0.00	0.00	0.00	0.00


4096	35.000	87.27	0.00	0.00	0.00
4097	35.000	90.72	0.00	0.00	0.00
4098	35.000	94.18	0.00	0.00	0.00
4099	35.000	97.63	0.00	0.00	0.00
4100	35.000	101.09	0.00	0.00	0.00
4101	35.000	104.55	0.00	0.00	0.00
4102	35.000	108.00	0.00	0.00	0.00
4103	35.000	111.46	0.00	0.00	0.00
4104	35.000	114.91	0.00	0.00	0.00
4105	35.000	118.37	0.00	0.00	0.00
4106	35.000	121.83	0.00	0.00	0.00
4107	35.000	125.28	0.00	0.00	0.00
4108	35.000	128.74	0.00	0.00	0.00
4109	35.000	132.19	0.00	0.00	0.00
4110	35.000	135.65	0.00	0.00	0.00
4111	35.000	139.11	0.00	0.00	0.00
4112	35.000	142.56	0.00	0.00	0.00
4113	35.000	146.02	0.00	0.00	0.00
4114	35.000	149.47	0.00	0.00	0.00
4115	35.000	152.93	0.00	0.00	0.00
4116	35.000	156.39	0.00	0.00	0.00
4117	35.000	159.84	0.00	0.00	0.00
4118	35.000	163.30	0.00	0.00	0.00
4119	35.000	166.76	0.00	0.00	0.00
4120	35.000	170.19	0.00	0.00	0.00
4121	35.000	167.41	0.00	0.00	0.00
4122	35.000	155.34	0.00	0.00	0.00
4123	35.000	138.75	0.00	0.00	0.00
4124	35.000	119.13	0.00	0.00	0.00
4125	35.000	97.86	0.00	0.00	0.00
4126	35.000	76.23	0.00	0.00	0.00
4127	35.000	55.44	0.00	0.00	0.00
4128	35.000	36.55	12.16	0.00	0.00
4129	35.000	20.56	50.45	0.00	0.00
4130	35.000	8.35	89.62	0.00	0.00
4131	35.000	0.99	103.03	0.00	0.00
4132	35.000	0.00	100.41	0.00	0.00
4133	35.000	0.00	97.78	0.00	3.65
4134	35.000	0.00	95.16	0.00	33.32
4135	35.000	0.00	92.53	0.00	72.45
4136	35.000	0.00	89.91	0.00	89.81
4137	35.000	0.00	82.90	0.00	87.28
4138	35.000	0.00	56.75	0.00	84.66
4139	35.000	0.00	23.99	0.00	82.03
4140	35.000	0.00	2.47	0.00	79.11
4141	35.000	0.00	0.00	0.00	62.70
4142	35.000	0.00	0.00	0.00	30.87
4143	35.000	0.00	0.00	0.00	4.81
4144	35.000	0.00	0.00	0.00	0.00
4145	35.000	0.00	0.00	0.00	0.00


8192	65.000	98.57	0.00	71.43	0.00
8193	65.000	100.55	0.00	72.86	0.00
8194	65.000	102.52	0.00	74.29	0.00
8195	65.000	104.49	0.00	75.72	0.00
8196	65.000	106.46	0.00	77.14	0.00
8197	65.000	108.43	0.00	78.57	0.00
8198	65.000	110.40	0.00	80.00	0.00
8199	65.000	112.37	0.00	81.43	0.00
8200	65.000	114.34	0.00	82.86	0.00
8201	65.000	116.32	0.00	84.29	0.00
8202	65.000	118.29	0.00	85.72	0.00
8203	65.000	120.26	0.00	87.14	0.00
